"5.37900e+3	3/9/95	B	FM TTHA-GD 1 mM T=37°C"
	
1.00000e-2	3.95900e+0
2.00000e-2	3.83800e+0
	
4.00000e-2	3.94400e+0
	
	
1.00000e-1	3.90200e+0
2.00000e-1	3.87500e+0
	
	
4.00000e-1	3.90600e+0
	
6.00000e-1	3.87900e+0
	
1.00000e+0	3.83600e+0
2.00000e+0	3.74100e+0
	
	
4.00000e+0	3.45100e+0
	
6.00000e+0	3.18700e+0
1.00000e+1	2.75500e+0
	
1.50000e+1	2.40900e+0
	
	
2.00000e+1	2.26200e+0
3.00000e+1	1.91500e+0
	
4.00000e+1	1.89400e+0
	
	
5.00000e+1	1.80800e+0
2.00000e+2	1.84900e+0
4.00000e+2	1.77100e+0
