"5.19100e+3	8/20/91	B	FM	DOTA GD GUERBET 0.982 mM T = 37°C"
6	0.56454
0.6	0.84734
10	0.45084
0.4	0.86684
2	0.75604
0.01	0.86174
4	0.65104
1	0.83154
0.2	0.85234
0.02	0.87204
50	0.31234
200	0.25504
0.1	0.86174
20	0.34534
0.04	0.89604
40	0.31164
